,Temperature,WI,GHGI,Age,Uses_College,Uses_Sports,Uses_ResidentHousing,Uses_Laboratory,Uses_Office,Uses_Hotel,Uses_Distribution,Uses_Food,Uses_Worship,Uses_Medical,Y_Electric
1,34.05,2.424401364239472,0.9666666666666667,1905.0,0,0,0,1,0,0,0,0,0,0,6.408352125750124
2,42.55,2.352558712292276,0.9666666666666667,1905.0,0,0,0,1,0,0,0,0,0,0,5.925722108809867
3,47.1,2.396855277904638,0.9666666666666667,1905.0,0,0,0,1,0,0,0,0,0,0,5.024799826675208
4,58.6,2.4853331535380034,0.9666666666666667,1905.0,0,0,0,1,0,0,0,0,0,0,6.818061265084204
5,68.4,2.682189703579411,0.9666666666666667,1905.0,0,0,0,1,0,0,0,0,0,0,7.283110320856315
6,76.05,2.819036509053161,0.9666666666666667,1905.0,0,0,0,1,0,0,0,0,0,0,7.472010474196459
7,76.4,2.8519996081818753,0.9666666666666667,1905.0,0,0,0,1,0,0,0,0,0,0,7.6226179887973915
8,67.5,2.6763116684200954,0.9666666666666667,1905.0,0,0,0,1,0,0,0,0,0,0,6.924311865090556
9,55.3,2.5062712526349133,0.9666666666666667,1905.0,0,0,0,1,0,0,0,0,0,0,6.155284183552448
10,46.2,2.3829477698806354,0.9666666666666667,1905.0,0,0,0,1,0,0,0,0,0,0,6.153038973797698
11,35.35,2.308031635497196,0.9666666666666667,1905.0,0,0,0,1,0,0,0,0,0,0,6.125511784404877
0,32.6,3.6320067067050514,2.3000000000000003,1983.0,0,0,0,1,0,0,0,0,0,0,13.10300409778656
1,34.05,3.805186247183807,2.3000000000000003,1983.0,0,0,0,1,0,0,0,0,0,0,15.443424408538487
2,42.55,3.692426588167347,2.3000000000000003,1983.0,0,0,0,1,0,0,0,0,0,0,14.280339103978067
3,47.1,3.7619516613470148,2.3000000000000003,1983.0,0,0,0,1,0,0,0,0,0,0,12.109215406482123
4,58.6,3.900820909857661,2.3000000000000003,1983.0,0,0,0,1,0,0,0,0,0,0,16.430778411351273
5,68.4,4.20979443541934,2.3000000000000003,1983.0,0,0,0,1,0,0,0,0,0,0,17.55149553147022
6,76.05,4.424580481096683,2.3000000000000003,1983.0,0,0,0,1,0,0,0,0,0,0,18.006724142761357
7,76.4,4.4763172658218835,2.3000000000000003,1983.0,0,0,0,1,0,0,0,0,0,0,18.369671702673276
8,67.5,4.200568645136176,2.3000000000000003,1983.0,0,0,0,1,0,0,0,0,0,0,16.686830681476472
9,55.3,3.933684019036255,2.3000000000000003,1983.0,0,0,0,1,0,0,0,0,0,0,14.833558477506065
10,46.2,3.7401233209384808,2.3000000000000003,1983.0,0,0,0,1,0,0,0,0,0,0,14.828147768723465
11,35.35,3.622539719290301,2.3000000000000003,1983.0,0,0,0,1,0,0,0,0,0,0,14.761810267252635
0,32.6,0.34481076329478333,0.17500000000000002,2003.0,0,0,0,0,0,0,0,0,1,0,0.8768373869573752
1,34.05,0.3612518589098551,0.17500000000000002,2003.0,0,0,0,0,0,0,0,0,1,0,1.0334555192838661
2,42.55,0.3505468279905709,0.17500000000000002,2003.0,0,0,0,0,0,0,0,0,1,0,0.9556232396288854
3,47.1,0.35714730962155206,0.17500000000000002,2003.0,0,0,0,0,0,0,0,0,1,0,0.8103342344918751
4,58.6,0.37033109903711975,0.17500000000000002,2003.0,0,0,0,0,0,0,0,0,1,0,1.0995280700796426
5,68.4,0.3996640286790513,0.17500000000000002,2003.0,0,0,0,0,0,0,0,0,1,0,1.174525121426783
6,76.05,0.420055108964875,0.17500000000000002,2003.0,0,0,0,0,0,0,0,0,1,0,1.2049884764722252
7,76.4,0.4249668290337231,0.17500000000000002,2003.0,0,0,0,0,0,0,0,0,1,0,1.229276493759
8,67.5,0.39878816251292815,0.17500000000000002,2003.0,0,0,0,0,0,0,0,0,1,0,1.1166627822254633
9,55.3,0.37345101446546725,0.17500000000000002,2003.0,0,0,0,0,0,0,0,0,1,0,0.9926440194652001
10,46.2,0.3550749988232735,0.17500000000000002,2003.0,0,0,0,0,0,0,0,0,1,0,0.9922819412947961
11,35.35,0.3439119986668007,0.17500000000000002,2003.0,0,0,0,0,0,0,0,0,1,0,0.9878427149148861
0,32.6,2.965372564335137,0.3333333333333333,1914.0,0,0,1,0,0,0,0,0,0,0,0.7022290761346944
1,34.05,3.106765986624754,0.3333333333333333,1914.0,0,0,1,0,0,0,0,0,0,0,0.8276591821104554
2,42.55,3.01470272071891,0.3333333333333333,1914.0,0,0,1,0,0,0,0,0,0,0,0.7653259711313584
3,47.1,3.0714668627453476,0.3333333333333333,1914.0,0,0,1,0,0,0,0,0,0,0,0.6489689756753112
4,58.6,3.18484745171923,0.3333333333333333,1914.0,0,0,1,0,0,0,0,0,0,0,0.8805744284187613
5,68.4,3.437110646639842,0.3333333333333333,1914.0,0,0,1,0,0,0,0,0,0,0,0.9406370020084625
6,76.05,3.612473937097925,0.3333333333333333,1914.0,0,0,1,0,0,0,0,0,0,0,0.9650340612439899
7,76.4,3.654714729690019,0.3333333333333333,1914.0,0,0,1,0,0,0,0,0,0,0,0.9844855036598051
8,67.5,3.4295781976111823,0.3333333333333333,1914.0,0,0,1,0,0,0,0,0,0,0,0.894297033384029
9,55.3,3.2116787244030185,0.3333333333333333,1914.0,0,0,1,0,0,0,0,0,0,0,0.7949746476236451
10,46.2,3.0536449898801523,0.3333333333333333,1914.0,0,0,1,0,0,0,0,0,0,0,0.7946846715997284
11,35.35,2.9576431885344863,0.3333333333333333,1914.0,0,0,1,0,0,0,0,0,0,0,0.7911294470097573
0,32.6,1.7317162778804676,1.2,1928.0,0,0,0,0,1,0,0,0,0,0,5.26608543220288
1,34.05,1.8142871136361614,1.2,1928.0,0,0,0,0,1,0,0,0,0,0,6.206698226925615
2,42.55,1.7605240694637563,1.2,1928.0,0,0,0,0,1,0,0,0,0,0,5.739255300628313
3,47.1,1.7936731549882392,1.2,1928.0,0,0,0,0,1,0,0,0,0,0,4.8666826608299925
4,58.6,1.8598850751642015,1.2,1928.0,0,0,0,0,1,0,0,0,0,0,6.603514902844838
5,68.4,2.0072015662547913,1.2,1928.0,0,0,0,0,1,0,0,0,0,0,7.05393009434094
6,76.05,2.1096101028013723,1.2,1928.0,0,0,0,0,1,0,0,0,0,0,7.236886059274751
7,76.4,2.1342778524804764,1.2,1928.0,0,0,0,0,1,0,0,0,0,0,7.382754353571369
8,67.5,2.0028027717315946,1.2,1928.0,0,0,0,0,1,0,0,0,0,0,6.70642207737717
9,55.3,1.8755539837599025,1.2,1928.0,0,0,0,0,1,0,0,0,0,0,5.961593663801102
10,46.2,1.7832655496457737,1.2,1928.0,0,0,0,0,1,0,0,0,0,0,5.959419104861388
11,35.35,1.7272024821932659,1.2,1928.0,0,0,0,0,1,0,0,0,0,0,5.93275812334164
0,32.6,9.52443952834257,1.7249999999999999,1972.0,0,1,0,0,0,0,0,0,0,0,9.160469343715828
1,34.05,9.978579124998888,1.7249999999999999,1972.0,0,1,0,0,0,0,0,0,0,0,10.796685615042078
2,42.55,9.682882382050659,1.7249999999999999,1972.0,0,1,0,0,0,0,0,0,0,0,9.983558549138777
3,47.1,9.865202352435315,1.7249999999999999,1972.0,0,1,0,0,0,0,0,0,0,0,8.465699596802326
4,58.6,10.229367913403108,1.7249999999999999,1972.0,0,1,0,0,0,0,0,0,0,0,11.486956793060678
5,68.4,11.03960861440135,1.7249999999999999,1972.0,0,1,0,0,0,0,0,0,0,0,12.270463746520406
6,76.05,11.602855565407546,1.7249999999999999,1972.0,0,1,0,0,0,0,0,0,0,0,12.588719598918349
7,76.4,11.738528188642618,1.7249999999999999,1972.0,0,1,0,0,0,0,0,0,0,0,12.842460647241094
8,67.5,11.015415244523771,1.7249999999999999,1972.0,0,1,0,0,0,0,0,0,0,0,11.665966045699692
9,55.3,10.315546910679462,1.7249999999999999,1972.0,0,1,0,0,0,0,0,0,0,0,10.370320933835657
10,46.2,9.807960523051754,1.7249999999999999,1972.0,0,1,0,0,0,0,0,0,0,0,10.366538241594938
11,35.35,9.499613652062962,1.7249999999999999,1972.0,0,1,0,0,0,0,0,0,0,0,10.320160888430188
0,32.6,0.2988359948554789,0.4166666666666667,1986.0,1,0,0,0,0,0,0,0,0,0,1.9683502092015732
1,34.05,0.3130849443885411,0.4166666666666667,1986.0,1,0,0,0,0,0,0,0,0,0,2.3199311729186163
2,42.55,0.3038072509251615,0.4166666666666667,1986.0,1,0,0,0,0,0,0,0,0,0,2.1452109953573877
3,47.1,0.30952766833867845,0.4166666666666667,1986.0,1,0,0,0,0,0,0,0,0,0,1.8190619876736804
4,58.6,0.32095361916550375,0.4166666666666667,1986.0,1,0,0,0,0,0,0,0,0,0,2.468252767225441
5,68.4,0.3463754915218445,0.4166666666666667,1986.0,1,0,0,0,0,0,0,0,0,0,2.6366083413654624
6,76.05,0.36404776110289166,0.4166666666666667,1986.0,1,0,0,0,0,0,0,0,0,0,2.7049933716670878
7,76.4,0.36830458516256004,0.4166666666666667,1986.0,1,0,0,0,0,0,0,0,0,0,2.759515823171358
8,67.5,0.34561640751120437,0.4166666666666667,1986.0,1,0,0,0,0,0,0,0,0,0,2.5067172701521105
9,55.3,0.3236575458700716,0.4166666666666667,1986.0,1,0,0,0,0,0,0,0,0,0,2.2283163246003315
10,46.2,0.307731665646837,0.4166666666666667,1986.0,1,0,0,0,0,0,0,0,0,0,2.227503520934494
11,35.35,0.2980570655112273,0.4166666666666667,1986.0,1,0,0,0,0,0,0,0,0,0,2.217538215732455
0,32.6,5.99204481992268,1.55,1917.0,0,0,0,1,0,0,0,0,0,0,8.348653167511664
1,34.05,6.2777545259445935,1.55,1917.0,0,0,0,1,0,0,0,0,0,0,9.839865205212883
2,42.55,6.091724877525033,1.55,1917.0,0,0,0,1,0,0,0,0,0,0,9.098798825355386
3,47.1,6.206426580534527,1.55,1917.0,0,0,0,1,0,0,0,0,0,0,7.715455082280385
4,58.6,6.435531543267281,1.55,1917.0,0,0,0,1,0,0,0,0,0,0,10.468963392279067
5,68.4,6.945272676155959,1.55,1917.0,0,0,0,1,0,0,0,0,0,0,11.183034643798107
6,76.05,7.299624338011828,1.55,1917.0,0,0,0,1,0,0,0,0,0,0,11.473086128116861
7,76.4,7.384979117874922,1.55,1917.0,0,0,0,1,0,0,0,0,0,0,11.704340218635776
8,67.5,6.930052068557996,1.55,1917.0,0,0,0,1,0,0,0,0,0,0,10.632108544343119
9,55.3,6.489748740266565,1.55,1917.0,0,0,0,1,0,0,0,0,0,0,9.45128567803931
10,46.2,6.170414423995553,1.55,1917.0,0,0,0,1,0,0,0,0,0,0,9.447838214337153
11,35.35,5.97642628794307,1.55,1917.0,0,0,0,1,0,0,0,0,0,0,9.405570900090277
0,32.6,2.283413499152121,0.5166666666666667,2008.0,0,0,1,0,0,0,0,0,0,0,3.036314809172986
1,34.05,2.3922900878919298,0.5166666666666667,2008.0,0,0,1,0,0,0,0,0,0,0,3.578652489615729
2,42.55,2.32139899424867,0.5166666666666667,2008.0,0,0,1,0,0,0,0,0,0,0,3.309134666968872
3,47.1,2.3651088503827227,0.5166666666666667,2008.0,0,0,1,0,0,0,0,0,0,0,2.8060275179474545
4,58.6,2.452414833623593,0.5166666666666667,2008.0,0,0,1,0,0,0,0,0,0,0,3.807448692247087
5,68.4,2.6466640121412732,0.5166666666666667,2008.0,0,0,1,0,0,0,0,0,0,0,4.067148678854409
6,76.05,2.781698277145172,0.5166666666666667,2008.0,0,0,1,0,0,0,0,0,0,0,4.172637264808223
7,76.4,2.8142247789344332,0.5166666666666667,2008.0,0,0,1,0,0,0,0,0,0,0,4.2567418749334625
8,67.5,2.64086383175228,0.5166666666666667,2008.0,0,0,1,0,0,0,0,0,0,0,3.866782818520835
9,55.3,2.47307560690465,0.5166666666666667,2008.0,0,0,1,0,0,0,0,0,0,0,3.437330320731067
10,46.2,2.3513855477630115,0.5166666666666667,2008.0,0,0,1,0,0,0,0,0,0,0,3.436076515490518
11,35.35,2.277461680060147,0.5166666666666667,2008.0,0,0,1,0,0,0,0,0,0,0,3.4207043507093564
0,32.6,3.5860319382657466,0.6416666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,1.0245234018681855
1,34.05,3.757019332662493,0.6416666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,1.2075207787046938
2,42.55,3.6456870111019373,0.6416666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,1.116579182106061
3,47.1,3.714332020064141,0.6416666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,0.9468191011479141
4,58.6,3.851443429986045,0.6416666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,1.2847219513717165
5,68.4,4.156505898262133,0.6416666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,1.3723507812085427
6,76.05,4.3685731332347,0.6416666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,1.4079450893524679
7,76.4,4.41965502195072,0.6416666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,1.436323945529696
8,67.5,4.147396890134453,0.6416666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,1.3047426688260486
9,55.3,3.883890550440859,0.6416666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,1.1598353842957587
10,46.2,3.692779987762044,0.6416666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,1.159412321177782
11,35.35,3.5766847861347273,0.6416666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,1.1542253944111325
0,32.6,3.019009794180992,0.4583333333333333,1926.0,0,0,1,0,0,0,0,0,0,0,0.8544138558976189
1,34.05,3.1629607202329537,0.4583333333333333,1926.0,0,0,1,0,0,0,0,0,0,0,1.0070267626178768
2,42.55,3.069232227295221,0.4583333333333333,1926.0,0,0,1,0,0,0,0,0,0,0,0.9311849028129794
3,47.1,3.1270231109087,0.4583333333333333,1926.0,0,0,1,0,0,0,0,0,0,0,0.7896114013346757
4,58.6,3.242454511569448,0.4583333333333333,1926.0,0,0,1,0,0,0,0,0,0,0,1.071409627370375
5,68.4,3.4992806066565825,0.4583333333333333,1926.0,0,0,1,0,0,0,0,0,0,0,1.1444887647059925
6,76.05,3.6778158429369054,0.4583333333333333,1926.0,0,0,1,0,0,0,0,0,0,0,1.1741730745165866
7,76.4,3.720820680873042,0.4583333333333333,1926.0,0,0,1,0,0,0,0,0,0,0,1.1978399696681616
8,67.5,3.49161191177986,0.4583333333333333,1926.0,0,0,1,0,0,0,0,0,0,0,1.088106150228516
9,55.3,3.26977110443098,0.4583333333333333,1926.0,0,0,1,0,0,0,0,0,0,0,0.9672589431296705
10,46.2,3.1088788785859944,0.4583333333333333,1926.0,0,0,1,0,0,0,0,0,0,0,0.9669061244539241
11,35.35,3.0111406105493215,0.4583333333333333,1926.0,0,0,1,0,0,0,0,0,0,0,0.9625804232636238
0,32.6,2.306400883371773,0.45,1915.0,0,0,1,0,0,0,0,0,0,0,0.8915989591283751
1,34.05,2.4163735451525867,0.45,1915.0,0,0,1,0,0,0,0,0,0,0,1.0508537603492512
2,42.55,2.3447687827813746,0.45,1915.0,0,0,1,0,0,0,0,0,0,0,0.9717111729559712
3,47.1,2.3889186710241592,0.45,1915.0,0,0,1,0,0,0,0,0,0,0,0.8239762249715364
4,58.6,2.477103573559401,0.45,1915.0,0,0,1,0,0,0,0,0,0,0,1.1180386436500072
5,68.4,2.6733082807198767,0.45,1915.0,0,0,1,0,0,0,0,0,0,0,1.1942982716191533
6,76.05,2.809701951076164,0.45,1915.0,0,0,1,0,0,0,0,0,0,0,1.2252744777596367
7,76.4,2.8425559008700145,0.45,1915.0,0,0,1,0,0,0,0,0,0,0,1.2499713842263236
8,67.5,2.6674497092531415,0.45,1915.0,0,0,1,0,0,0,0,0,0,0,1.135461818963266
9,55.3,2.4979723412023476,0.45,1915.0,0,0,1,0,0,0,0,0,0,0,1.0093551982440758
10,46.2,2.3750572143512296,0.45,1915.0,0,0,1,0,0,0,0,0,0,0,1.0089870244815775
11,35.35,2.300389146637934,0.45,1915.0,0,0,1,0,0,0,0,0,0,0,1.0044730636508272
0,32.6,1.6627541252215108,0.425,1902.0,0,0,0,0,1,0,0,0,0,0,3.6763344025870395
1,34.05,1.7420367418541902,0.425,1902.0,0,0,0,0,1,0,0,0,0,0,4.332990512950633
2,42.55,1.690414703865642,0.425,1902.0,0,0,0,0,1,0,0,0,0,0,4.006661490507512
3,47.1,1.7222436930639287,0.425,1902.0,0,0,0,0,1,0,0,0,0,0,3.397505248029908
4,58.6,1.7858188553567773,0.425,1902.0,0,0,0,0,1,0,0,0,0,0,4.610014274905027
5,68.4,1.9272687605189809,0.425,1902.0,0,0,0,0,1,0,0,0,0,0,4.92445597648074
6,76.05,2.025599081008397,0.425,1902.0,0,0,0,0,1,0,0,0,0,0,5.052180320626694
7,76.4,2.049284486673731,0.425,1902.0,0,0,0,0,1,0,0,0,0,0,5.15401319733812
8,67.5,1.923045139229009,0.425,1902.0,0,0,0,0,1,0,0,0,0,0,4.68185533993841
9,55.3,1.8008637808668086,0.425,1902.0,0,0,0,0,1,0,0,0,0,0,4.1618792863580225
10,46.2,1.712250549881119,0.425,1902.0,0,0,0,0,1,0,0,0,0,0,4.160361193660241
11,35.35,1.6584200824599056,0.425,1902.0,0,0,0,0,1,0,0,0,0,0,4.141748756617648
0,32.6,3.808243319055719,0.6083333333333333,1992.0,0,0,1,0,0,0,0,0,0,0,2.8483507901955916
1,34.05,3.9898260861821777,0.6083333333333333,1992.0,0,0,1,0,0,0,0,0,0,0,3.3571148867164937
2,42.55,3.871594966918084,0.6083333333333333,1992.0,0,0,1,0,0,0,0,0,0,0,3.1042816492706486
3,47.1,3.9444936195980307,0.6083333333333333,1992.0,0,0,1,0,0,0,0,0,0,0,2.632319505839769
4,58.6,4.090101249365523,0.6083333333333333,1992.0,0,0,1,0,0,0,0,0,0,0,3.571747388784448
5,68.4,4.414067161188634,0.6083333333333333,1992.0,0,0,1,0,0,0,0,0,0,0,3.8153705664048965
6,76.05,4.6392753145676195,0.6083333333333333,1992.0,0,0,1,0,0,0,0,0,0,0,3.9143288484151872
7,76.4,4.693522533994676,0.6083333333333333,1992.0,0,0,1,0,0,0,0,0,0,0,3.9932269363162134
8,67.5,4.404393705976117,0.6083333333333333,1992.0,0,0,1,0,0,0,0,0,0,0,3.6274084173928176
9,55.3,4.124558981985272,0.6083333333333333,1992.0,0,0,1,0,0,0,0,0,0,0,3.22454131094672
10,46.2,3.921606098114821,0.6083333333333333,1992.0,0,0,1,0,0,0,0,0,0,0,3.2233651229121723
11,35.35,3.7983169630533324,0.6083333333333333,1992.0,0,0,1,0,0,0,0,0,0,0,3.208944576805043
0,32.6,1.2949559777070752,0.7583333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,4.393606223695991
1,34.05,1.356701425683678,0.7583333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,5.178379331194386
2,42.55,1.3164980873423662,0.7583333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,4.788381831791235
3,47.1,1.3412865628009398,0.7583333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,4.060376061622589
4,58.6,1.3907990163838495,0.7583333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,5.509451859247875
5,68.4,1.500960463261326,0.7583333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,5.885242760113809
6,76.05,1.5775402981125304,0.7583333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,6.037886783182619
7,76.4,1.5959865357044267,0.7583333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,6.159587779855103
8,67.5,1.497671099215219,0.7583333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,5.595309486950487
9,55.3,1.4025160321036436,0.7583333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,4.97388342092776
10,46.2,1.333503884469627,0.7583333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,4.972069140507451
11,35.35,1.2915806172153181,0.7583333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,4.949825320910699
0,32.6,4.0227922384391395,0.7416666666666667,2004.0,0,0,1,0,0,0,0,0,0,0,3.19834063704991
1,34.05,4.214605020614976,0.7416666666666667,2004.0,0,0,1,0,0,0,0,0,0,0,3.769618897500073
2,42.55,4.089712993223327,0.7416666666666667,2004.0,0,0,1,0,0,0,0,0,0,0,3.4857188875352167
3,47.1,4.16671861225144,0.7416666666666667,2004.0,0,0,1,0,0,0,0,0,0,0,2.955764603926593
4,58.6,4.320529488766397,0.7416666666666667,2004.0,0,0,1,0,0,0,0,0,0,0,4.0106242735789435
5,68.4,4.662747001255599,0.7416666666666667,2004.0,0,0,1,0,0,0,0,0,0,0,4.2841825416801855
6,76.05,4.900642937923542,0.7416666666666667,2004.0,0,0,1,0,0,0,0,0,0,0,4.395300278939094
7,76.4,4.95794633872677,0.7416666666666667,2004.0,0,0,1,0,0,0,0,0,0,0,4.483892934586701
8,67.5,4.652528562650828,0.7416666666666667,2004.0,0,0,1,0,0,0,0,0,0,0,4.073124626523857
9,55.3,4.3569285020971185,0.7416666666666667,2004.0,0,0,1,0,0,0,0,0,0,0,3.6207554020896753
10,46.2,4.142541652938191,0.7416666666666667,2004.0,0,0,1,0,0,0,0,0,0,0,3.6194346904692343
11,35.35,4.012306651112675,0.7416666666666667,2004.0,0,0,1,0,0,0,0,0,0,0,3.6032422261205164
0,32.6,1.2719685934874232,0.4166666666666667,1887.0,0,0,0,0,1,0,0,0,0,0,3.0164218333425437
1,34.05,1.3326179684230213,0.4166666666666667,1887.0,0,0,0,0,1,0,0,0,0,0,3.555206288560948
2,42.55,1.2931282988096617,0.4166666666666667,1887.0,0,0,0,0,1,0,0,0,0,0,3.287454261580466
3,47.1,1.3174767421595033,0.4166666666666667,1887.0,0,0,0,0,1,0,0,0,0,0,2.7876433117296253
4,58.6,1.3661102764480417,0.4166666666666667,1887.0,0,0,0,0,1,0,0,0,0,0,3.7825034907213104
5,68.4,1.4743161946827228,0.4166666666666667,1887.0,0,0,0,0,1,0,0,0,0,0,4.040502005023739
6,76.05,1.549536624181539,0.4166666666666667,1887.0,0,0,0,0,1,0,0,0,0,0,4.145299463073283
7,76.4,1.5676554137688454,0.4166666666666667,1887.0,0,0,0,0,1,0,0,0,0,0,4.228853046351308
8,67.5,1.4710852217143573,0.4166666666666667,1887.0,0,0,0,0,1,0,0,0,0,0,3.841448878536082
9,55.3,1.377619297805946,0.4166666666666667,1887.0,0,0,0,0,1,0,0,0,0,0,3.414810017900487
10,46.2,1.309832217881409,0.4166666666666667,1887.0,0,0,0,0,1,0,0,0,0,0,3.413564427195951
11,35.35,1.2686531506375316,0.4166666666666667,1887.0,0,0,0,0,1,0,0,0,0,0,3.398292975984255
0,32.6,1.3179433619267273,2.058333333333333,1983.0,0,0,0,1,0,0,0,0,0,0,9.647109172953114
1,34.05,1.380784882944335,2.058333333333333,1983.0,0,0,0,1,0,0,0,0,0,0,11.370247628830933
2,42.55,1.339867875875071,2.058333333333333,1983.0,0,0,0,1,0,0,0,0,0,0,10.513924084488364
3,47.1,1.3650963834423766,2.058333333333333,1983.0,0,0,0,1,0,0,0,0,0,0,8.915430549615154
4,58.6,1.4154877563196575,2.058333333333333,1983.0,0,0,0,1,0,0,0,0,0,0,12.097188701763686
5,68.4,1.5276047318399295,2.058333333333333,1983.0,0,0,0,1,0,0,0,0,0,0,12.922318597862203
6,76.05,1.605543972043522,2.058333333333333,1983.0,0,0,0,1,0,0,0,0,0,0,13.257481441360003
7,76.4,1.6243176576400082,2.058333333333333,1983.0,0,0,0,1,0,0,0,0,0,0,13.524702202980514
8,67.5,1.524256976716081,2.058333333333333,1983.0,0,0,0,1,0,0,0,0,0,0,12.285707623489243
9,55.3,1.4274127664013414,2.058333333333333,1983.0,0,0,0,1,0,0,0,0,0,0,10.921232794245913
10,46.2,1.3571755510578454,2.058333333333333,1983.0,0,0,0,1,0,0,0,0,0,0,10.917249150652486
11,35.35,1.314508083793105,2.058333333333333,1983.0,0,0,0,1,0,0,0,0,0,0,10.868408051758369
0,32.6,0.4214353773602908,0.5583333333333333,1981.0,1,0,0,0,0,0,0,0,0,0,2.1878055821437674
1,34.05,0.4415300497787118,0.5583333333333333,1981.0,1,0,0,0,0,0,0,0,0,0,2.578585023424006
2,42.55,0.4284461230995867,0.5583333333333333,1981.0,1,0,0,0,0,0,0,0,0,0,2.384384937486727
3,47.1,0.4365133784263414,0.5583333333333333,1981.0,1,0,0,0,0,0,0,0,0,0,2.021872912804644
4,58.6,0.45262689882314633,0.5583333333333333,1981.0,1,0,0,0,0,0,0,0,0,0,2.7434432943048583
5,68.4,0.4884782572743961,0.5583333333333333,1981.0,1,0,0,0,0,0,0,0,0,0,2.9305691742253646
6,76.05,0.5134006887348472,0.5583333333333333,1981.0,1,0,0,0,0,0,0,0,0,0,3.0065785908066016
7,76.4,0.5194039021523282,0.5583333333333333,1981.0,1,0,0,0,0,0,0,0,0,0,3.0671798614522308
8,67.5,0.48740775418246773,0.5583333333333333,1981.0,1,0,0,0,0,0,0,0,0,0,2.78619628298744
9,55.3,0.45644012879112666,0.5583333333333333,1981.0,1,0,0,0,0,0,0,0,0,0,2.4767558491129464
10,46.2,0.43398055411733427,0.5583333333333333,1981.0,1,0,0,0,0,0,0,0,0,0,2.4758524243113067
11,35.35,0.4203368872594231,0.5583333333333333,1981.0,1,0,0,0,0,0,0,0,0,0,2.464776066940109
0,32.6,2.5056248799420926,0.44166666666666665,1926.0,0,0,1,0,0,0,0,0,0,0,0.931033444785188
1,34.05,2.6250968414116143,0.44166666666666665,1926.0,0,0,1,0,0,0,0,0,0,0,1.0973319186239223
2,42.55,2.5473069500648156,0.44166666666666665,1926.0,0,0,1,0,0,0,0,0,0,0,1.0146889377011854
3,47.1,2.5952704499166117,0.44166666666666665,1926.0,0,0,1,0,0,0,0,0,0,0,0.8604198281100599
4,58.6,2.6910726530030704,0.44166666666666665,1926.0,0,0,1,0,0,0,0,0,0,0,1.167488318759409
5,68.4,2.9042252750677733,0.44166666666666665,1926.0,0,0,1,0,0,0,0,0,0,0,1.2471208299901988
6,76.05,3.052400458478092,0.44166666666666665,1926.0,0,0,1,0,0,0,0,0,0,0,1.2794670811988635
7,76.4,3.088092290978388,0.44166666666666665,1926.0,0,0,1,0,0,0,0,0,0,0,1.3052563059033153
8,67.5,2.897860647593945,0.44166666666666665,1926.0,0,0,1,0,0,0,0,0,0,0,1.1856821028199664
9,55.3,2.7137440384490623,0.44166666666666665,1926.0,0,0,1,0,0,0,0,0,0,0,1.0539979186962143
10,46.2,2.5802116581157875,0.44166666666666665,1926.0,0,0,1,0,0,0,0,0,0,0,1.0536134609948353
11,35.35,2.499093856978752,0.44166666666666665,1926.0,0,0,1,0,0,0,0,0,0,0,1.0488998524168405
0,32.6,2.245101192119367,0.6833333333333332,1902.0,1,0,0,0,0,0,0,0,0,0,2.8607926867397198
1,34.05,2.352150992457501,0.6833333333333332,1902.0,1,0,0,0,0,0,0,0,0,0,3.3717791184716037
2,42.55,2.282449346694162,0.6833333333333332,1902.0,1,0,0,0,0,0,0,0,0,0,3.117841478789192
3,47.1,2.325425815980328,0.6833333333333332,1902.0,1,0,0,0,0,0,0,0,0,0,2.6438177549583406
4,58.6,2.41126693373058,0.6833333333333332,1902.0,1,0,0,0,0,0,0,0,0,0,3.587349157936612
5,68.4,2.602256897843601,0.6833333333333332,1902.0,1,0,0,0,0,0,0,0,0,0,3.8320365072813227
6,76.05,2.7350254872601862,0.6833333333333332,1902.0,1,0,0,0,0,0,0,0,0,0,3.931427049500291
7,76.4,2.7670062423751305,0.6833333333333332,1902.0,1,0,0,0,0,0,0,0,0,0,4.010669772567243
8,67.5,2.59655403591751,0.6833333333333332,1902.0,1,0,0,0,0,0,0,0,0,0,3.643253319786108
