,Property Name,Year Built,Property Uses,Water Intensity (gal/sf)_num,GHGI/GUI,E_Jan,E_Feb,E_Mar,E_Apr,E_May,E_Jun,E_Jul,E_Aug,E_Sep,E_Oct,E_Nov,E_Dec,G_Jan,G_Feb,G_Mar,G_Apr,G_May,G_Jun,G_Jul,G_Aug,G_Sep,G_Oct,G_Nov,G_Dec,Type Index,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1760,6-8 St. Mary's Street,1997,Laboratory,26.3,0.1364718854359192,8.59235640639997,7.805976915107473,7.5965772192698715,8.086196588229617,7.916777691853123,9.108858028928024,10.33596668734342,9.96006807990795,12.585180379908852,9.318292212774821,7.712387954151452,9.435861836125417,16.174748434978767,14.482529855227597,11.343197009548174,10.68775361330015,7.428225846139868,5.316084257415014,4.428668369778424,4.226540929377019,6.652367617508975,5.565128117968237,8.200837770979172,16.139418177778595,4,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1762,700 Commonwealth Avenue,1966,"Parking, Residence Hall/Dormitory",75.0,0.07607945035523252,1.4221284910948098,1.29197412755529,1.2573161991137474,1.3383535329318466,1.3103128618899198,1.5076151304230772,1.7107149673318245,1.6484996571057882,2.082984310392984,1.5422787670054556,1.2764841360404617,1.5617378191147966,9.991708525257916,8.946365849427805,7.0070900156248,6.602199677055279,4.588675231196222,3.2839314076091046,2.7357435377580415,2.610882339603034,4.109400433905504,3.4377745214390263,5.065944672953876,9.969883788169387,3,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1765,722-728 Commonwealth Avenue,1974,Residence Hall/Dormitory,69.7,0.06424670735624799,0.8071488695112043,0.7332779443095024,0.7136073534055429,0.7596012230094957,0.7436863488799416,0.8556680045430914,0.970940151037115,0.9356289835654786,1.1822268113403445,0.8753418351820339,0.7244863834778179,0.8863860917384319,10.921798040355313,9.779148456500845,7.659352933263108,7.216772918527015,5.015817267008616,3.5896198854900607,2.9904033263249357,2.853919281991729,4.4919286318858935,3.757783659973907,5.537513875805125,10.897941722873451,3,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1770,785 Commonwealth Avenue (1 University Road),1931,College/University,13.2,0.08897941680960549,3.1072220909137647,2.8228465818432165,2.7471221437539652,2.9241813865756208,2.862915057231185,3.2940026637396986,3.7377574326340453,3.6018226085039338,4.551132267448795,3.3697395736002522,2.7890023517864173,3.412255841969111,13.636167164636788,12.209537531084685,9.562914145181267,9.010340746335261,6.262386693791677,4.481739786359793,3.73360132615363,3.5631972189767174,5.608297231800998,4.691696913512771,6.913739350239616,13.606381891926809,1,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1773,855 Commonwealth Avenue,1919,College/University,0.5,0.09080835039537105,2.473569031114239,2.2471859687315328,2.1869039484974993,2.3278556561327224,2.27908331528216,2.6222596065021544,2.975519856857646,2.8673061014902843,3.6230238791703084,2.682551555150171,2.220243562652737,2.716397518418546,10.30286399063023,9.22496791455338,7.225300379668735,6.80780120234017,4.731572852098189,3.386197521837951,2.8209383321696837,2.692188785578505,4.237372782296246,3.5448315205858094,5.223705116853801,10.280359601387293,1,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1775,871 Commonwealth Avenue,1926,College/University,7.9,0.06571899870533572,1.8013490229756823,1.6364880859604591,1.5925883779330419,1.6952348849201908,1.6597169723678082,1.9096312739788253,2.166889106216223,2.0880836473624154,2.6384266793723414,1.9535382122628488,1.6168675796167202,1.9781861570334438,22.243997687313758,19.91680809758189,15.59950369932694,14.698118342459393,10.215518294247673,7.310838026499413,6.090437163288109,5.81246546345577,9.148534859375378,7.653330590167706,11.278037315078372,22.195410461205604,1,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1776,881 Commonwealth Avenue,1915,"Medical Office, Office",14.4,0.09030726318012657,4.729046247545474,4.296240064171428,4.180991021999437,4.450466882868061,4.357222403905829,5.013317516605975,5.688691456179468,5.481805031213877,6.926609795417795,5.1285855402287766,4.244730733821596,5.193293306042278,20.07256086201879,17.972549194422246,14.076695737142952,13.263302718037611,9.218289606966568,6.597161324241819,5.495894773722436,5.24505839344419,8.255464028745319,6.906220106105542,10.17708658278357,20.028716672368976,10,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1777,91 Bay State Road,1923,Residence Hall/Dormitory,45.5,0.08950948800572862,1.8903350467521824,1.7173300360044748,1.6712616974604373,1.7789789066795414,1.7417064214316038,2.0039664038083105,2.2739326847051204,2.1912342632183974,2.7687640522126897,2.0500423297811508,1.6967402833782321,2.075907874567857,8.165912283625758,7.311586261646551,5.726676502463823,5.395772235101711,3.750181397032622,2.6838548935040523,2.2358380154260478,2.133792845755139,3.3584850275343445,2.8095860804976764,4.140238851890918,8.148075605521347,3,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1778,915 Commonwealth Avenue,2004,"Fitness Center/Health Club/Gym, Swimming Pool",48.3,0.12068499136478077,4.469226389127532,4.060199131862534,3.9512820196934415,4.205952531586195,4.117831023737811,4.737879430534217,5.376147460760719,5.180627640989791,6.546052980754401,4.846814481288899,4.011519790101975,4.907967119562479,10.538280838849904,9.435755213439089,7.390395972929885,6.963357085036336,4.8396876412457255,3.463570953998692,2.885395789026865,2.753704360208009,4.334195272241491,3.625829684281361,5.343064956579637,10.51526223216301,2,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1779,925 Commonwealth Avenue,2004,"Indoor Arena, Parking",45.7,0.14743014718096947,4.233934729571062,3.846441557578593,3.743258611872562,3.984521468353383,3.9010392994014804,4.488443976402638,5.093109067104935,4.907882792315752,6.201422493220078,4.591643916280347,3.8003250403678988,4.649577047531269,7.0400513805900955,6.303514067720717,4.937120975228316,4.65183955615686,3.2331316826146765,2.3138230845564904,1.9275757515591436,1.8395998815433994,2.895439766380415,2.422219303598985,3.5694106467043247,7.024673903346567,2,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1782,983-985 Commonwealth Avenue,1981,Office,5.8,0.06936037126715093,5.983105872152153,5.4355271254665904,5.289716070787848,5.630652175272586,5.512680905713896,6.342760866028097,7.197232057942964,6.935483003422157,8.763424498667336,6.4885959357034935,5.3703584295489595,6.570463059293911,57.95955786272719,51.89577015785221,40.64648585207405,38.29781195440613,26.617828863148837,19.049315935848313,15.86940666588112,15.145116138292115,23.83766816535655,19.941723759321857,29.38635696379719,57.832957681294374,5,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
