,Property Name,Year Built,Water Intensity (gal/sf)_num,GHGI/GUI,E_Jan,E_Feb,E_Mar,E_Apr,E_May,E_Jun,E_Jul,E_Aug,E_Sep,E_Oct,E_Nov,E_Dec,G_Jan,G_Feb,G_Mar,G_Apr,G_May,G_Jun,G_Jul,G_Aug,G_Sep,G_Oct,G_Nov,G_Dec,Uses_College,Uses_Sports,Uses_ResidentHousing,Uses_Laboratory,Uses_Office,Uses_Hotel,Uses_Distribution,Uses_Food,Uses_Worship,Uses_Medical,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
286,514-522 Park Drive,1915.0,30.1,0.06930540582165409,0.8915989591283751,1.0508537603492512,0.9717111729559712,0.8239762249715364,1.1180386436500072,1.1942982716191533,1.2252744777596367,1.2499713842263236,1.135461818963266,1.0093551982440758,1.0089870244815775,1.0044730636508272,8.566547264643564,11.4672625391069,9.242265068320254,4.952629042376808,4.416283335319934,4.353913431962322,3.151154358872576,3.2103355583811473,4.655773583239441,5.889026960492706,8.536253148165635,9.474555709118718,0,0,1,0,0,0,0,0,0,0,32.6,34.05,42.55,47.1,58.6,68.4,76.05,76.4,67.5,55.3,46.2,35.35
300,565-575 Commonwealth Avenue,1992.0,49.7,0.1151801069754966,2.8483507901955916,3.3571148867164937,3.1042816492706486,2.632319505839769,3.571747388784448,3.8153705664048965,3.9143288484151872,3.9932269363162134,3.6274084173928176,3.22454131094672,3.2233651229121723,3.208944576805043,6.968263246134869,9.32778418381406,7.517910541673975,4.028603574064373,3.5923253440787786,3.541591963195493,2.5632349210814853,2.611374523264012,3.7871332451888255,4.790295186214221,6.943621185348193,7.706862085941724,0,0,1,0,0,0,0,0,0,0,32.6,34.05,42.55,47.1,58.6,68.4,76.05,76.4,67.5,55.3,46.2,35.35
305,577-599 Commonwealth Avenue (595 Comm Ave),1996.0,16.9,0.15772323904603439,4.393606223695991,5.178379331194386,4.788381831791235,4.060376061622589,5.509451859247875,5.885242760113809,6.037886783182619,6.159587779855103,5.595309486950487,4.97388342092776,4.972069140507451,4.949825320910699,6.343440512614547,8.491390464812255,6.843802625671304,3.667371082049544,3.2702125791187804,3.224028304462474,2.3333975292560214,2.3772206013701767,3.447552654892227,4.360764150015236,6.321008029628889,7.015811466108548,1,0,0,0,0,0,0,0,0,0,32.6,34.05,42.55,47.1,58.6,68.4,76.05,76.4,67.5,55.3,46.2,35.35
306,580 Commonwealth Avenue,2004.0,52.5,0.10532544378698225,3.19834063704991,3.769618897500073,3.4857188875352167,2.955764603926593,4.0106242735789435,4.2841825416801855,4.395300278939094,4.483892934586701,4.073124626523857,3.6207554020896753,3.6194346904692343,3.6032422261205164,9.290431283207315,12.43626064678029,10.023248091188734,5.3711324256999875,4.789464831800072,4.721824593162075,3.4174308656082535,3.481612950911327,5.049192306891174,6.386657145664994,9.25757727578413,10.275167583301656,0,0,1,0,0,0,0,0,0,0,32.6,34.05,42.55,47.1,58.6,68.4,76.05,76.4,67.5,55.3,46.2,35.35
307,580 Harrison Ave,1887.0,16.6,0.29961649089165865,3.0164218333425437,3.555206288560948,3.287454261580466,2.7876433117296253,3.7825034907213104,4.040502005023739,4.145299463073283,4.228853046351308,3.841448878536082,3.414810017900487,3.413564427195951,3.398292975984255,1.8347777189841858,2.4560510967274496,1.9795025342693209,1.0607509813027385,0.9458767942376285,0.9325184474637718,0.6749122637310123,0.6875876559148903,0.9971706652946738,1.26130809996281,1.8282893441217225,2.0292543979897992,0,0,0,0,1,0,0,0,0,0,32.6,34.05,42.55,47.1,58.6,68.4,76.05,76.4,67.5,55.3,46.2,35.35
308,582-596 Commonwealth Avenue (590 Comm / 712 Bea),1983.0,17.2,0.11506622130914614,9.647109172953114,11.370247628830933,10.513924084488364,8.915430549615154,12.097188701763686,12.922318597862203,13.257481441360003,13.524702202980514,12.285707623489243,10.921232794245913,10.917249150652486,10.868408051758369,23.600883891384605,31.592370108606037,25.46249008291695,13.64451970850099,12.166884394430433,11.99505497448021,8.681447244740854,8.844491768398516,12.826681318401805,16.22430102048878,23.517423437189883,26.102452050460947,0,0,0,1,0,0,0,0,0,0,32.6,34.05,42.55,47.1,58.6,68.4,76.05,76.4,67.5,55.3,46.2,35.35
313,605-615 Commonwealth Avenue (2 Silber Way),1981.0,5.5,0.09671459091171547,2.1878055821437674,2.578585023424006,2.384384937486727,2.021872912804644,2.7434432943048583,2.9305691742253646,3.0065785908066016,3.0671798614522308,2.78619628298744,2.4767558491129464,2.4758524243113067,2.464776066940109,7.616614409177159,10.19567328480889,8.217402778286282,4.4034386973111515,3.9265676412755237,3.8711138522591226,2.801727108235235,2.8543457844654805,4.139501139079207,5.236000715066131,7.589679566357648,8.42393502367817,1,0,0,0,0,0,0,0,0,0,32.6,34.05,42.55,47.1,58.6,68.4,76.05,76.4,67.5,55.3,46.2,35.35
317,610 Beacon Street (30 Bay State Road),1926.0,32.7,0.0714555357816966,0.931033444785188,1.0973319186239223,1.0146889377011854,0.8604198281100599,1.167488318759409,1.2471208299901988,1.2794670811988635,1.3052563059033153,1.1856821028199664,1.0539979186962143,1.0536134609948353,1.0488998524168405,8.154909693941455,10.916240528911096,8.798158075972198,4.714646559515023,4.2040732012340225,4.144700280757602,2.999735883596395,3.0560733230176917,4.4320555241033395,5.606048920807857,8.126071262715508,9.019286745427815,0,0,1,0,0,0,0,0,0,0,32.6,34.05,42.55,47.1,58.6,68.4,76.05,76.4,67.5,55.3,46.2,35.35
319,622-640 Commonwealth Avenue,1902.0,29.3,0.10379484063694588,2.8607926867397198,3.3717791184716037,3.117841478789192,2.6438177549583406,3.587349157936612,3.8320365072813227,3.931427049500291,4.010669772567243,3.643253319786108,3.2386264473460575,3.2374451215981734,3.222961585025336,8.68594854717094,11.627094243987415,9.371084564498137,5.021659217694088,4.477837877418572,4.414598656911128,3.195075423015187,3.255081495241381,4.720666161290137,5.971108731619242,8.655232188656779,9.606612892497012,1,0,0,0,0,0,0,0,0,0,32.6,34.05,42.55,47.1,58.6,68.4,76.05,76.4,67.5,55.3,46.2,35.35
320,631-639 Commonwealth Avenue,1957.0,18.1,0.14554275318374774,3.341035834702906,3.937801894465461,3.641235576363711,3.0876371785633183,4.189559818092466,4.475322993539763,4.591398291384069,4.6839435424374924,4.254848648322613,3.782296796952138,3.7809171612747847,3.7640022639012782,5.439025273139241,7.28073152894936,5.868048320368127,3.1444961076849514,2.803962428747332,2.76436287128672,2.0007136677117194,2.038288670787969,2.9560182653480047,3.739028745515352,5.4197910986158675,6.01553302184536,1,0,0,0,0,0,0,0,0,0,32.6,34.05,42.55,47.1,58.6,68.4,76.05,76.4,67.5,55.3,46.2,35.35
333,6-8 St. Mary's Street,1997.0,28.7,0.13600052815739092,9.06993170106703,10.689976403174382,9.88488589139932,8.382028721860403,11.373425275162441,12.149188425340535,12.464298791022227,12.715531985708177,11.55066528704117,10.267825703991885,10.264080398049348,10.218161416183083,16.65351037239541,22.29254911441196,17.967117022158078,9.627993236932273,8.585328261216057,8.46408013167171,6.125896487735884,6.240945723959038,9.050901286684097,11.448366365134635,16.594618106071266,18.418693891629605,0,0,0,1,0,0,0,0,0,0,32.6,34.05,42.55,47.1,58.6,68.4,76.05,76.4,67.5,55.3,46.2,35.35
341,700 Commonwealth Avenue,1966.0,66.2,0.08263045477931431,1.346747434400862,1.5872995265319538,1.4677557838744442,1.24460426476109,1.6887813287362412,1.803970402550564,1.8507595174548153,1.888063840302123,1.7150987850455068,1.524616543926068,1.5240604227406607,1.5172421496756698,7.052042046582254,9.439931291658398,7.608297701975582,4.0770391114416915,3.635515547650751,3.584172203905428,2.5940524633251956,2.6427708436024075,3.832665606583513,4.847888473137259,7.027103716521537,7.799520993615994,0,0,1,0,0,0,0,0,0,0,32.6,34.05,42.55,47.1,58.6,68.4,76.05,76.4,67.5,55.3,46.2,35.35
350,722-728 Commonwealth Avenue,1974.0,66.1,0.06561141638645122,0.7415229753898792,0.8739716428511709,0.8081505174639342,0.685282655094981,0.9298478123513029,0.9932712446633908,1.0190334646709562,1.0395733311418707,0.944338278795608,0.8394582139921756,0.8391520120826365,0.8353978515020952,9.383995271633463,12.561506301341357,10.124192282024257,5.425225132141062,4.83769956046116,4.769378116579602,3.4518478320772794,3.516676295541216,5.1000427524907535,6.450977207569858,9.350810391307116,10.378648856832896,0,0,1,0,0,0,0,0,0,0,32.6,34.05,42.55,47.1,58.6,68.4,76.05,76.4,67.5,55.3,46.2,35.35
369,785 Commonwealth Avenue (1 University Road),1931.0,12.4,0.09221420875355511,2.957867597064245,3.4861932656682537,3.2236387927163594,2.7335300828269693,3.709078215558865,3.96206850926067,4.064831657966551,4.146763314164258,3.7668793661427986,3.348522342077614,3.3473009305550523,3.3323259259983558,11.326739896181074,15.162082935999432,12.220178007128455,6.54839566423714,5.839236170850594,5.756770312569823,4.166475091193229,4.2447248262229085,6.155891605304563,7.786506577556843,11.286684834657475,12.527314078098458,1,0,0,0,0,0,0,0,0,0,32.6,34.05,42.55,47.1,58.6,68.4,76.05,76.4,67.5,55.3,46.2,35.35
386,855 Commonwealth Avenue,1919.0,0.8,0.1002695772240121,2.106265469199198,2.4824804537294987,2.295518258156159,1.9465171558693724,2.641194411725703,2.8213460588770345,2.894522583695187,2.9528652283946357,2.682353984816722,2.384446480620111,2.383576726708135,2.3729131882082455,6.688670740179885,8.953518966952966,7.216264152373466,3.8669610917146087,3.448187958667327,3.399490188752757,2.4603884513626473,2.506596514575639,3.635179445941201,4.59809081791332,6.665017410054476,7.39763426151171,1,0,0,0,0,0,0,0,0,0,32.6,34.05,42.55,47.1,58.6,68.4,76.05,76.4,67.5,55.3,46.2,35.35
389,871 Commonwealth Avenue,1926.0,7.9,0.07027088291964186,1.6416977050175965,1.9349329527717405,1.7892080135908786,1.517184226916606,2.058640217789807,2.19905677496573,2.256093143178517,2.301567461258734,2.090721442911311,1.8585218113363595,1.8578438944155815,1.8495323558471353,14.550794416284877,19.477833317137723,15.698541640572461,8.412337525198401,7.501322167628172,7.395383145349524,5.352424708981353,5.452947526489463,7.90811072018358,10.00286556145602,14.499338042173378,16.09310122854506,1,0,0,0,0,0,0,0,0,0,32.6,34.05,42.55,47.1,58.6,68.4,76.05,76.4,67.5,55.3,46.2,35.35
391,881 Commonwealth Avenue,1915.0,13.9,0.10790283725910065,4.727077168358953,5.57141388173813,5.1518159065707305,4.368555122744078,5.9276145307612484,6.331927638745255,6.49615721226585,6.627095210221681,6.0199886787797,5.351396907246737,5.3494449244983535,5.325512818069286,13.144256103786994,17.595027607619848,14.18105746506267,7.599167145056627,6.776214196110796,6.680515665819081,4.83503780881891,4.925843686477527,7.14368093104679,9.035948344124751,13.09777370975792,14.537477336318101,0,0,0,0,0,0,0,0,0,1,32.6,34.05,42.55,47.1,58.6,68.4,76.05,76.4,67.5,55.3,46.2,35.35
396,91 Bay State Road,1923.0,44.9,0.08985136452241715,1.79500717599355,2.1156261135508108,1.956292692573611,1.658866042326802,2.250885746156306,2.404415063392203,2.466777756549203,2.5164986808265057,2.285962867316774,2.032079339511252,2.03133811551258,2.022250406290407,7.219489701544677,9.664078332664863,7.78895340425819,4.173846622498982,3.7218392747375137,3.6692768057443135,2.6556471048437915,2.7055222817590696,3.923670575617776,4.962999465241967,7.193959221740698,7.984717209348164,0,0,1,0,0,0,0,0,0,0,32.6,34.05,42.55,47.1,58.6,68.4,76.05,76.4,67.5,55.3,46.2,35.35
398,915 Commonwealth Avenue,2004.0,2.7,0.13616557734204793,4.177665510794511,4.923867919037897,4.553038349977868,3.860813229462973,5.238668611589973,5.595989820156851,5.74113156434963,5.856851096447402,5.320306435243205,4.729422748505353,4.727697637889396,4.706547076544934,7.670707807891219,10.268083228456417,8.275762992024326,4.434712036405169,3.9544542294086087,3.898606606103333,2.821625048896528,2.8746174243690117,4.168899986593887,5.273186931819589,7.643581673099492,8.483762034932425,0,1,0,0,0,0,0,0,0,0,32.6,34.05,42.55,47.1,58.6,68.4,76.05,76.4,67.5,55.3,46.2,35.35
400,925 Commonwealth Avenue,2004.0,2.5,0.18669382213170402,4.003619545578344,4.718734372000311,4.363353955130896,3.6999676655218248,5.0204201346365345,5.362854963603002,5.50194994917044,5.612848483127915,5.098656840182258,4.532389992998231,4.53073675231573,4.510467345734508,4.534610033663935,6.070072593086465,4.892294015064949,2.6216211333203585,2.3377122783758835,2.3046974381109657,1.668029806167418,1.6993567402057606,2.4644838758037824,3.1172933410154675,4.518574167602847,5.015254577582171,0,1,0,0,0,0,0,0,0,0,32.6,34.05,42.55,47.1,58.6,68.4,76.05,76.4,67.5,55.3,46.2,35.35
404,983-985 Commonwealth Avenue,1981.0,5.0,0.07555602231090573,5.6521356910749265,6.66170365516892,6.159993061734762,5.223453192802846,7.087610474504081,7.571045050800447,7.767413292943619,7.923975012840604,7.198061647681984,6.398630777389596,6.396296804203301,6.367681338854912,37.688586040629616,50.450303664273484,40.661411357097855,21.789126940479886,19.429470161211956,19.155073324724427,13.863526169036504,14.123894280104091,20.483109222057273,25.90881628729935,37.55530685823187,41.683375694853744,0,0,0,0,1,0,0,0,0,0,32.6,34.05,42.55,47.1,58.6,68.4,76.05,76.4,67.5,55.3,46.2,35.35
909,Hotel Commonwealth,2003.0,40.1,0.15899122807017546,2.7779872961804934,3.274183270971492,3.027595833744874,2.567292684553384,3.4835136547657113,3.7211185504879327,3.8176322422785276,3.894581291755306,3.537799675609293,3.1448846921007467,3.1437375597218495,3.1296732478303917,4.0108276119692645,5.368932407036034,4.327196335698994,2.318803679166101,2.0676884859652853,2.038487114302396,1.4753595026909951,1.5030679343105942,2.1798169864543198,2.7572219251344254,3.9966440120781654,4.435954005193424,0,0,0,0,0,1,0,0,0,0,32.6,34.05,42.55,47.1,58.6,68.4,76.05,76.4,67.5,55.3,46.2,35.35
565,560 Harrison Ave,1902.0,21.1,0.05329678696512868,0.06274655522701941,0.0570039391336009,0.055474776589830195,0.05905027175338836,0.05781307305780464,0.06651836077720145,0.07547944637037643,0.07273440861639763,0.09190455777204092,0.06804777517316164,0.05632049624209185,0.06890633928708657,23.039976784777814,20.629511054879874,16.1577162585091,15.224075732723067,10.581070347717823,7.57244901638716,6.308377335038822,6.02045869734651,9.475905983165648,7.9271973321711044,11.681610543659575,22.9896509136235,0,0,0,0,1,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
610,580 Harrison Ave,1887.0,16.5,0.28644905026226003,3.3821660874539763,3.0726274787740855,2.990202528447584,3.182928940985922,3.1162414319026555,3.5854740264179807,4.06849464309333,3.920531562623057,4.9538413296862815,3.667912552086287,3.0357885262290374,3.7141908922997984,2.2965129898110854,2.0562494725378206,1.6105226849821996,1.5174619316962734,1.0546697041679858,0.7547849415501479,0.6287884154517909,0.6000900839540805,0.9445122876576001,0.790144530794599,1.1643662060090505,2.2914967513873643,0,0,0,0,1,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
649,801 Massachusetts Avenue (EPL),2007.0,17.0,0.22377924563244642,6.1417469102665265,5.579649205922553,5.429971995842742,5.779947963352113,5.6588487055762045,6.510938095346618,7.38806544608948,7.119376159752302,8.995785213923313,6.660639957176648,5.512752573078208,6.744677773673282,5.683334611491028,5.088738382488184,3.985668428073533,3.7553647448512404,2.6100618023858844,1.86791688162716,1.5561048340230526,1.4850831496621915,2.3374478608390485,1.955423626980961,2.8815350875093872,5.670920590068327,0,0,0,0,1,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1636,10 Buick Street,2000.0,39.2,0.092162500921625,1.3241741465459627,1.2029846447967238,1.1707139089929568,1.2461694975835012,1.2200602311719024,1.40377257832089,1.5928831649425144,1.5349531636546336,1.9395110840932974,1.4360486290962418,1.1885615835736403,1.4541673672277333,5.551592396131136,4.970779171263769,3.893278867314127,3.6683137255480953,2.5495594129299977,1.824617740380725,1.5200336342467913,1.4506582640088699,2.283264783380868,1.910096040590977,2.814739826977269,5.539466137227371,0,0,1,0,0,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1637,100 Ashford Street,2002.0,3.7,0.12392251198221346,3.6148195395747655,3.2839882965262723,3.1958934740709366,3.401877208701831,3.3306023793036013,3.832112685835064,4.348359469117632,4.190218260025725,5.2946076483142805,3.920222017456876,3.2446152550983896,3.9696837659746196,8.021627367336132,7.182396579579866,5.625490865014275,5.30043340237623,3.6839187934008435,2.6364333972654475,2.1963326068828057,2.0960904909617217,3.299143374792197,2.7599430181730944,4.067084255635703,8.004105848581686,0,1,0,0,0,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1638,100 Bay State Road,2012.0,33.0,0.1352265043948614,5.978883155746092,5.431690875522372,5.2859827303936076,5.626678211277061,5.508790202691193,6.338284314728319,7.192152443685966,6.930588124660472,8.757239507595049,6.484016457904592,5.366568173930647,6.565825801864615,11.459029111646482,10.260173868451275,8.036107966319937,7.571757933994232,5.26253972733971,3.766189286378485,3.137497932602965,2.9943003902650935,4.712881594223679,3.942624849480333,5.809898010797949,11.433999328499857,0,0,0,0,0,0,0,1,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1640,10-18 Buswell Street,1924.0,65.5,0.06097499858003429,0.8698003542000009,0.7901955138383554,0.7689980773035703,0.8185620246541667,0.801411826372507,0.9220855799251759,1.0463052346099604,1.0082531885324575,1.2739921197824275,0.9432865076655391,0.7807215456346944,0.955188027481144,17.501482593813392,15.670459741278894,12.273623037715213,11.564416879933027,8.037526263344468,5.752136206161428,4.791930007383189,4.573223058453637,7.198028243437966,6.021607895819521,8.87351170130689,17.463254371352352,0,0,1,0,0,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1652,110-112 Cummington Street,1923.0,4.0,0.04651162790697675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6285968997420474,0.5628324547991438,0.44082901827057713,0.4153566167371528,0.2886820624282183,0.20659821056332664,0.1721106957810957,0.16425544641509307,0.2585299967489739,0.21627676595309722,0.3187079674745963,0.6272238650866774,1,0,0,0,0,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1654,111 Cummington Street (664-666 Comm. Ave),1911.0,11.6,0.0881803032059583,7.26450619904273,6.5996526455938325,6.422613272860542,6.836567579775718,6.6933304321586435,7.70118841532928,8.738661494229715,8.420853708475793,10.640284988390528,7.878256946345204,6.520526785949489,7.977657531848543,32.658664214902764,29.241881654328385,22.903210133222036,21.57979506584156,14.998436272240074,10.73378120216035,8.941987183860906,8.533868799131547,13.431889907139908,11.236629196939779,16.55842797926347,32.58732839096925,1,0,0,0,0,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1662,120 Ashford Street,1958.0,5.6,0.09459701670882043,3.078637549088122,2.7968781206823534,2.7218503010852646,2.897280707221299,2.8365779906159623,3.2636998549411955,3.703372351509762,3.5686880445786855,4.509264635574864,3.338740031576923,2.7633452368316864,3.380865176293882,11.744646000650205,10.51590922895978,8.236408370016926,7.760484389292151,5.393708800263489,3.860061747727003,3.21570022967671,3.0689334812431883,4.8303504099558054,4.040894976298743,5.954710017042569,11.718992348873426,0,0,0,0,0,0,1,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1675,140 Bay State Road,1958.0,42.7,0.08164363035606226,1.6584580040268793,1.5066745700243953,1.466257182153474,1.5607613115181564,1.5280608378134442,1.7581508251180165,1.9950018215273206,1.9224475622859827,2.4291349364460117,1.7985748697094217,1.4886104495381385,1.8212676298387602,9.131700255215485,8.176332516501443,6.403974407604847,6.033933868621636,4.193717888576407,3.0012762279011866,2.5002720904835805,2.386157969542571,3.755695324399874,3.1418777274618015,4.629907702569446,9.111754021121733,0,0,1,0,0,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1687,2 Cummington Street (23-25 Blandford Street),1905.0,11.6,0.15943956991176017,5.901432357273952,5.361328437521098,5.217507804138282,5.55378989604207,5.437429015543073,6.256177812839691,7.098984884630814,6.840808884933969,8.643797720122892,6.400022133397921,5.297049339175256,6.480771714380958,8.801950016436846,7.881081082015294,6.172723706090208,5.816045515046287,4.0422806494556305,2.892898650327303,2.409986021536273,2.2999926182684947,3.6200752979657658,3.028422959796591,4.46271943228283,8.78272405077847,0,0,0,1,0,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1689,20-28 Cummington Street (24 Cummington St),1983.0,67.1,0.14664914813620297,15.988107483459215,14.524862800055754,14.135225233164142,15.046277653089506,14.73103380182434,16.949180682216284,19.232506023564508,18.533057926406375,23.417699068305897,17.338882422190554,14.35071844474065,17.557648460982783,27.01428799266319,24.18802579491089,18.94486285244364,17.850172771771817,12.406266044188401,8.878668604978566,7.396549210401959,7.058965667252987,11.110464893773788,9.294609699755677,13.696645373924309,26.955281093934776,0,0,0,1,0,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1692,213-217 Bay State Road,2003.0,3.5,0.14416437774102006,1.126633413208778,1.0235230010647536,0.9960664242087616,1.0602655233538314,1.0380512458659301,1.1943573248336754,1.3552563321396147,1.3059683474373032,1.650174184662986,1.2218184237720484,1.0112515768438022,1.2372342026085141,1.9266348791768233,1.7250683848325201,1.351130689161685,1.2730583708431704,0.8848038078061538,0.6332187107670483,0.5275152799947379,0.5034391233681577,0.7923884277100993,0.6628832579540116,0.9768325084964407,1.9224265598891528,0,0,0,0,0,0,0,0,1,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1694,22-24 Buswell Street,1914.0,42.3,0.06806690003889537,0.6797543482927104,0.6175426739473432,0.6009767463898272,0.639711277328374,0.6263082914595504,0.7206155750863492,0.8176940023457447,0.7879560933443078,0.9956327091971101,0.7371842310425846,0.6101387092893285,0.7464853422767713,7.516849438310715,6.730429029249296,5.271494911505367,4.966892379680093,3.4521003837346482,2.470530229573548,2.0581237155962655,1.9641895475962992,3.0915377750772652,2.5862677454205256,3.811154345940405,7.50043049831557,0,0,1,0,0,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1696,233 Bay State Road,1968.0,5.4,0.18892240012414896,3.6885942772356253,3.351011109810628,3.261118362909889,3.4713060130664215,3.3985765379291415,3.910322152445834,4.437105000001591,4.275736291974702,5.4026651283614076,4.000229704630169,3.3108345052254555,4.050700916409133,4.333196182040424,3.879852804340759,3.0388292078541386,2.8632366888370555,1.9900130135080845,1.4241727529944224,1.186435074931182,1.1322853701271876,1.7821615017752874,1.4908913118670972,2.196994844253137,4.323731247471227,1,0,0,0,0,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1698,25 Buick Street,1928.0,10.7,0.09012539184952979,5.298597996948305,4.8136659712818535,4.684536689807882,4.98646739250835,4.881992835992391,5.6171060211859,6.373819915720675,6.142016727606911,7.760829322972343,5.746256570178094,4.755953015998867,5.818757539798421,22.383897043837738,20.042071041591836,15.697613785486224,14.790559338323915,10.279766836978787,7.356818139873621,6.128741799535202,5.849021850018383,9.206072814465786,7.7014647448228475,11.348968367374459,22.33500423769117,0,0,0,0,1,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1707,"285 Babcock, Case Center",1972.0,126.5,0.10899427499143215,9.206710146940276,8.364104498455337,8.139732718090375,8.664359886602913,8.482827534058611,9.760141650956824,11.074988615221052,10.672213246089587,13.485021154205937,9.984550385224672,8.263823923986429,10.110526240167983,26.019672274880637,23.297467781896373,18.247348323487977,17.1929626906192,11.949490458990931,8.551772580552807,7.124222058784419,6.799067712295077,10.701398291010841,8.952399499711099,13.19236042762113,25.962837900149484,0,1,0,0,0,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1709,300 Babcock Street,1986.0,3.4,0.10598477955165854,1.9105375361245183,1.7356835770133994,1.6891228944685264,1.797991304781958,1.760320479044912,2.025383300270667,2.298234779180431,2.2146525387198888,2.798354534828688,2.0719516513331153,1.7148737764864814,2.0980936277474114,5.6551500807305,5.063502545910213,3.965902885114796,3.7367413132914904,2.5971181043309626,1.858653594418646,1.5483878707331467,1.4777183938322307,2.325856097263885,1.9457263803586917,2.8672451116654094,5.642797622350022,1,0,0,0,0,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1710,30-38 Cummington Street,1917.0,37.0,0.1371405541411316,8.390822710457432,7.622887747976092,7.4183995214299605,7.896534869433824,7.7310896928071084,8.895209788845897,10.093536617044226,9.726454710415032,12.28999500862032,9.099731694485063,7.531493915842573,9.214543722642475,15.669502712911685,14.030143452837644,10.988872997234973,10.35390348800551,7.196192603310936,5.150027342217578,4.290331396113628,4.094517749400311,6.444569623377858,5.391291895064262,7.9446706832615686,15.635276056264043,0,0,0,1,0,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1712,33 Harry Agganis Way,2008.0,30.7,0.13455487124043067,3.2116491546066106,2.9177163951917002,2.8394470213083274,3.022456845159132,2.9591314860158966,3.4047070214927655,3.863375435488581,3.722872133753016,4.704086052296429,3.482989286296899,2.8827347332216458,3.526934435168995,6.192688141205265,5.544802829524617,4.342873206761945,4.091929177338976,2.8439815489251035,2.0353238921075785,1.6955665310719068,1.6181797198817518,2.546935318437293,2.130673193401979,3.1397848947353726,6.179161546608214,0,0,1,0,0,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1725,40-48 Buswell Street,1896.0,44.1,0.0622506148523844,0.8721929627452735,0.792369148891177,0.7711134033806066,0.8208136890568842,0.8036163147643576,0.9246220123689529,1.0491833650144873,1.01102664704283,1.277496561253028,0.945881258688556,0.7828691201126124,0.9578155166812322,14.324846233168131,12.826166297261139,10.045878216128402,9.465397728067522,6.578661390558964,4.7080849421653355,3.9221626023919414,3.7431524301538106,5.891537886378768,4.928645714537198,7.262909869954225,14.293556689234558,0,0,1,0,0,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1735,Hotel Commonwealth,2003.0,65.3,0.15246068586585831,6.1828807631375735,5.617018454910136,5.466338793829409,5.818658697057113,5.696748386802988,6.554544576300562,7.437546416487839,7.167057605400831,9.056033757351651,6.705249054234611,5.549673787281358,6.789849707205929,9.876046695705378,8.84280467774476,6.9259774762630135,6.525774059575642,4.535557731709429,3.2459173368654524,2.7040751697343195,2.5806593374626563,4.061830914503693,3.397979596503656,5.00730240693855,9.854474596993438,0,0,0,0,0,1,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
