,Temperature,WI,GHGI,Age,Uses_College,Uses_Sports,Uses_ResidentHousing,Uses_Laboratory,Uses_Office,Uses_Hotel,Uses_Distribution,Uses_Food,Uses_Worship,Uses_Medical,Y_Gas
3,47.1,0.35714730962155206,0.17500000000000002,2003.0,0,0,0,0,0,0,0,0,1,0,1.0949482504746506
4,58.6,0.37033109903711975,0.17500000000000002,2003.0,0,0,0,0,0,0,0,0,1,0,0.9763706650010419
5,68.4,0.3996640286790513,0.17500000000000002,2003.0,0,0,0,0,0,0,0,0,1,0,0.9625816620332532
6,76.05,0.420055108964875,0.17500000000000002,2003.0,0,0,0,0,0,0,0,0,1,0,0.6966705809581984
7,76.4,0.4249668290337231,0.17500000000000002,2003.0,0,0,0,0,0,0,0,0,1,0,0.7097546117443612
8,67.5,0.39878816251292815,0.17500000000000002,2003.0,0,0,0,0,0,0,0,0,1,0,1.029318185544466
9,55.3,0.37345101446546725,0.17500000000000002,2003.0,0,0,0,0,0,0,0,0,1,0,1.301971076819233
10,46.2,0.3550749988232735,0.17500000000000002,2003.0,0,0,0,0,0,0,0,0,1,0,1.8872310787296733
11,35.35,0.3439119986668007,0.17500000000000002,2003.0,0,0,0,0,0,0,0,0,1,0,2.0946749915970924
0,32.6,2.965372564335137,0.3333333333333333,1914.0,0,0,1,0,0,0,0,0,0,0,6.224039230087172
1,34.05,3.106765986624754,0.3333333333333333,1914.0,0,0,1,0,0,0,0,0,0,0,8.33155875993174
2,42.55,3.01470272071891,0.3333333333333333,1914.0,0,0,1,0,0,0,0,0,0,0,6.714983129493422
3,47.1,3.0714668627453476,0.3333333333333333,1914.0,0,0,1,0,0,0,0,0,0,0,3.5983409067322634
4,58.6,3.18484745171923,0.3333333333333333,1914.0,0,0,1,0,0,0,0,0,0,0,3.2086580370201423
5,68.4,3.437110646639842,0.3333333333333333,1914.0,0,0,1,0,0,0,0,0,0,0,3.1633430795136688
6,76.05,3.612473937097925,0.3333333333333333,1914.0,0,0,1,0,0,0,0,0,0,0,2.289476465113411
7,76.4,3.654714729690019,0.3333333333333333,1914.0,0,0,1,0,0,0,0,0,0,0,2.332474664509943
8,67.5,3.4295781976111823,0.3333333333333333,1914.0,0,0,1,0,0,0,0,0,0,0,3.382660076841531
9,55.3,3.2116787244030185,0.3333333333333333,1914.0,0,0,1,0,0,0,0,0,0,0,4.278682378888702
10,46.2,3.0536449898801523,0.3333333333333333,1914.0,0,0,1,0,0,0,0,0,0,0,6.2020289891377445
11,35.35,2.9576431885344863,0.3333333333333333,1914.0,0,0,1,0,0,0,0,0,0,0,6.883754282730256
0,32.6,1.7317162778804676,1.2,1928.0,0,0,0,0,1,0,0,0,0,0,14.643039053522877
1,34.05,1.8142871136361614,1.2,1928.0,0,0,0,0,1,0,0,0,0,0,19.60131287551226
2,42.55,1.7605240694637563,1.2,1928.0,0,0,0,0,1,0,0,0,0,0,15.798062411560714
3,47.1,1.7936731549882392,1.2,1928.0,0,0,0,0,1,0,0,0,0,0,8.465667467271327
4,58.6,1.8598850751642015,1.2,1928.0,0,0,0,0,1,0,0,0,0,0,7.548876735603086
5,68.4,2.0072015662547913,1.2,1928.0,0,0,0,0,1,0,0,0,0,0,7.44226611379524
6,76.05,2.1096101028013723,1.2,1928.0,0,0,0,0,1,0,0,0,0,0,5.386356359824493
7,76.4,2.1342778524804764,1.2,1928.0,0,0,0,0,1,0,0,0,0,0,5.487516440877801
8,67.5,2.0028027717315946,1.2,1928.0,0,0,0,0,1,0,0,0,0,0,7.958244120721824
9,55.3,1.8755539837599025,1.2,1928.0,0,0,0,0,1,0,0,0,0,0,10.066278642464457
10,46.2,1.7832655496457737,1.2,1928.0,0,0,0,0,1,0,0,0,0,0,14.591256472166075
11,35.35,1.7272024821932659,1.2,1928.0,0,0,0,0,1,0,0,0,0,0,16.195123306679854
0,32.6,9.52443952834257,1.7249999999999999,1972.0,0,1,0,0,0,0,0,0,0,0,16.819748622102033
1,34.05,9.978579124998888,1.7249999999999999,1972.0,0,1,0,0,0,0,0,0,0,0,22.515077233914113
2,42.55,9.682882382050659,1.7249999999999999,1972.0,0,1,0,0,0,0,0,0,0,0,18.146467922914027
3,47.1,9.865202352435315,1.7249999999999999,1972.0,0,1,0,0,0,0,0,0,0,0,9.724101547318766
4,58.6,10.229367913403108,1.7249999999999999,1972.0,0,1,0,0,0,0,0,0,0,0,8.671028507673832
5,68.4,11.03960861440135,1.7249999999999999,1972.0,0,1,0,0,0,0,0,0,0,0,8.548570058119772
6,76.05,11.602855565407546,1.7249999999999999,1972.0,0,1,0,0,0,0,0,0,0,0,6.187046256597419
7,76.4,11.738528188642618,1.7249999999999999,1972.0,0,1,0,0,0,0,0,0,0,0,6.303243934394281
8,67.5,11.015415244523771,1.7249999999999999,1972.0,0,1,0,0,0,0,0,0,0,0,9.14124896441214
9,55.3,10.315546910679462,1.7249999999999999,1972.0,0,1,0,0,0,0,0,0,0,0,11.562645958084287
10,46.2,9.807960523051754,1.7249999999999999,1972.0,0,1,0,0,0,0,0,0,0,0,16.760268482887668
11,35.35,9.499613652062962,1.7249999999999999,1972.0,0,1,0,0,0,0,0,0,0,0,18.602552511581706
0,32.6,0.2988359948554789,0.4166666666666667,1986.0,1,0,0,0,0,0,0,0,0,0,4.815411944874721
1,34.05,0.3130849443885411,0.4166666666666667,1986.0,1,0,0,0,0,0,0,0,0,0,6.44595673145187
2,42.55,0.3038072509251615,0.4166666666666667,1986.0,1,0,0,0,0,0,0,0,0,0,5.19524520589212
3,47.1,0.30952766833867845,0.4166666666666667,1986.0,1,0,0,0,0,0,0,0,0,0,2.7839628163409236
4,58.6,0.32095361916550375,0.4166666666666667,1986.0,1,0,0,0,0,0,0,0,0,0,2.4824731444163257
5,68.4,0.3463754915218445,0.4166666666666667,1986.0,1,0,0,0,0,0,0,0,0,0,2.447413887944527
6,76.05,0.36404776110289166,0.4166666666666667,1986.0,1,0,0,0,0,0,0,0,0,0,1.771321148543317
7,76.4,0.36830458516256004,0.4166666666666667,1986.0,1,0,0,0,0,0,0,0,0,0,1.8045879766155537
8,67.5,0.34561640751120437,0.4166666666666667,1986.0,1,0,0,0,0,0,0,0,0,0,2.617094966357629
9,55.3,0.3236575458700716,0.4166666666666667,1986.0,1,0,0,0,0,0,0,0,0,0,3.3103291084714246
10,46.2,0.307731665646837,0.4166666666666667,1986.0,1,0,0,0,0,0,0,0,0,0,4.798383071299328
11,35.35,0.2980570655112273,0.4166666666666667,1986.0,1,0,0,0,0,0,0,0,0,0,5.325819997792259
0,32.6,5.99204481992268,1.55,1917.0,0,0,0,1,0,0,0,0,0,0,14.725168664985077
1,34.05,6.2777545259445935,1.55,1917.0,0,0,0,1,0,0,0,0,0,0,19.711252363123446
2,42.55,6.091724877525033,1.55,1917.0,0,0,0,1,0,0,0,0,0,0,15.886670297053236
3,47.1,6.206426580534527,1.55,1917.0,0,0,0,1,0,0,0,0,0,0,8.513149549188462
4,58.6,6.435531543267281,1.55,1917.0,0,0,0,1,0,0,0,0,0,0,7.591216738317343
5,68.4,6.945272676155959,1.55,1917.0,0,0,0,1,0,0,0,0,0,0,7.484008160790413
6,76.05,7.299624338011828,1.55,1917.0,0,0,0,1,0,0,0,0,0,0,5.416567257535847
7,76.4,7.384979117874922,1.55,1917.0,0,0,0,1,0,0,0,0,0,0,5.51829472341426
8,67.5,6.930052068557996,1.55,1917.0,0,0,0,1,0,0,0,0,0,0,8.002880175789846
9,55.3,6.489748740266565,1.55,1917.0,0,0,0,1,0,0,0,0,0,0,10.122738203266964
10,46.2,6.170414423995553,1.55,1917.0,0,0,0,1,0,0,0,0,0,0,14.673095646426559
11,35.35,5.97642628794307,1.55,1917.0,0,0,0,1,0,0,0,0,0,0,16.28595822010857
0,32.6,2.283413499152121,0.5166666666666667,2008.0,0,0,1,0,0,0,0,0,0,0,4.211478938500074
1,34.05,2.3922900878919298,0.5166666666666667,2008.0,0,0,1,0,0,0,0,0,0,0,5.637526202070047
2,42.55,2.32139899424867,0.5166666666666667,2008.0,0,0,1,0,0,0,0,0,0,0,4.54367477080455
3,47.1,2.3651088503827227,0.5166666666666667,2008.0,0,0,1,0,0,0,0,0,0,0,2.434807426821752
4,58.6,2.452414833623593,0.5166666666666667,2008.0,0,0,1,0,0,0,0,0,0,0,2.1711295903207306
5,68.4,2.6466640121412732,0.5166666666666667,2008.0,0,0,1,0,0,0,0,0,0,0,2.1404673495985005
6,76.05,2.781698277145172,0.5166666666666667,2008.0,0,0,1,0,0,0,0,0,0,0,1.5491679207943687
7,76.4,2.8142247789344332,0.5166666666666667,2008.0,0,0,1,0,0,0,0,0,0,0,1.578262533546253
8,67.5,2.64086383175228,0.5166666666666667,2008.0,0,0,1,0,0,0,0,0,0,0,2.2888675895321473
9,55.3,2.47307560690465,0.5166666666666667,2008.0,0,0,1,0,0,0,0,0,0,0,2.895158603132516
10,46.2,2.3513855477630115,0.5166666666666667,2008.0,0,0,1,0,0,0,0,0,0,0,4.196585769809598
11,35.35,2.277461680060147,0.5166666666666667,2008.0,0,0,1,0,0,0,0,0,0,0,4.657873305069466
0,32.6,3.5860319382657466,0.6416666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,12.965374071860623
1,34.05,3.757019332662493,0.6416666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,17.3555743996635
2,42.55,3.6456870111019373,0.6416666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,13.98806545743706
3,47.1,3.714332020064141,0.6416666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,7.4957490094753965
4,58.6,3.851443429986045,0.6416666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,6.683995743077201
5,68.4,4.156505898262133,0.6416666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,6.589599587557842
6,76.05,4.3685731332347,0.6416666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,4.769237098542643
7,76.4,4.41965502195072,0.6416666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,4.858807186227435
8,67.5,4.147396890134453,0.6416666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,7.046461571480967
9,55.3,3.883890550440859,0.6416666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,8.912976850917685
10,46.2,3.692779987762044,0.6416666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,12.919524263276251
11,35.35,3.5766847861347273,0.6416666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,14.339634760483404
0,32.6,3.019009794180992,0.4583333333333333,1926.0,0,0,1,0,0,0,0,0,0,0,8.943551866656794
1,34.05,3.1629607202329537,0.4583333333333333,1926.0,0,0,1,0,0,0,0,0,0,0,11.971924524406422
2,42.55,3.069232227295221,0.4583333333333333,1926.0,0,0,1,0,0,0,0,0,0,0,9.649007289677487
3,47.1,3.1270231109087,0.4583333333333333,1926.0,0,0,1,0,0,0,0,0,0,0,5.170588960574739
4,58.6,3.242454511569448,0.4583333333333333,1926.0,0,0,1,0,0,0,0,0,0,0,4.610639251393809
5,68.4,3.4992806066565825,0.4583333333333333,1926.0,0,0,1,0,0,0,0,0,0,0,4.545524515157029
6,76.05,3.6778158429369054,0.4583333333333333,1926.0,0,0,1,0,0,0,0,0,0,0,3.289833298969271
7,76.4,3.720820680873042,0.4583333333333333,1926.0,0,0,1,0,0,0,0,0,0,0,3.351618999903928
8,67.5,3.49161191177986,0.4583333333333333,1926.0,0,0,1,0,0,0,0,0,0,0,4.8606692095155335
9,55.3,3.26977110443098,0.4583333333333333,1926.0,0,0,1,0,0,0,0,0,0,0,6.1481967516463785
10,46.2,3.1088788785859944,0.4583333333333333,1926.0,0,0,1,0,0,0,0,0,0,0,8.91192453844568
11,35.35,3.0111406105493215,0.4583333333333333,1926.0,0,0,1,0,0,0,0,0,0,0,9.891520793652937
0,32.6,2.306400883371773,0.45,1915.0,0,0,1,0,0,0,0,0,0,0,8.566547264643564
1,34.05,2.4163735451525867,0.45,1915.0,0,0,1,0,0,0,0,0,0,0,11.4672625391069
2,42.55,2.3447687827813746,0.45,1915.0,0,0,1,0,0,0,0,0,0,0,9.242265068320254
3,47.1,2.3889186710241592,0.45,1915.0,0,0,1,0,0,0,0,0,0,0,4.952629042376808
4,58.6,2.477103573559401,0.45,1915.0,0,0,1,0,0,0,0,0,0,0,4.416283335319934
5,68.4,2.6733082807198767,0.45,1915.0,0,0,1,0,0,0,0,0,0,0,4.353913431962322
6,76.05,2.809701951076164,0.45,1915.0,0,0,1,0,0,0,0,0,0,0,3.151154358872576
7,76.4,2.8425559008700145,0.45,1915.0,0,0,1,0,0,0,0,0,0,0,3.2103355583811473
8,67.5,2.6674497092531415,0.45,1915.0,0,0,1,0,0,0,0,0,0,0,4.655773583239441
9,55.3,2.4979723412023476,0.45,1915.0,0,0,1,0,0,0,0,0,0,0,5.889026960492706
10,46.2,2.3750572143512296,0.45,1915.0,0,0,1,0,0,0,0,0,0,0,8.536253148165635
11,35.35,2.300389146637934,0.45,1915.0,0,0,1,0,0,0,0,0,0,0,9.474555709118718
0,32.6,3.808243319055719,0.6083333333333333,1992.0,0,0,1,0,0,0,0,0,0,0,6.968263246134869
1,34.05,3.9898260861821777,0.6083333333333333,1992.0,0,0,1,0,0,0,0,0,0,0,9.32778418381406
2,42.55,3.871594966918084,0.6083333333333333,1992.0,0,0,1,0,0,0,0,0,0,0,7.517910541673975
3,47.1,3.9444936195980307,0.6083333333333333,1992.0,0,0,1,0,0,0,0,0,0,0,4.028603574064373
4,58.6,4.090101249365523,0.6083333333333333,1992.0,0,0,1,0,0,0,0,0,0,0,3.5923253440787786
5,68.4,4.414067161188634,0.6083333333333333,1992.0,0,0,1,0,0,0,0,0,0,0,3.541591963195493
6,76.05,4.6392753145676195,0.6083333333333333,1992.0,0,0,1,0,0,0,0,0,0,0,2.5632349210814853
7,76.4,4.693522533994676,0.6083333333333333,1992.0,0,0,1,0,0,0,0,0,0,0,2.611374523264012
8,67.5,4.404393705976117,0.6083333333333333,1992.0,0,0,1,0,0,0,0,0,0,0,3.7871332451888255
9,55.3,4.124558981985272,0.6083333333333333,1992.0,0,0,1,0,0,0,0,0,0,0,4.790295186214221
10,46.2,3.921606098114821,0.6083333333333333,1992.0,0,0,1,0,0,0,0,0,0,0,6.943621185348193
11,35.35,3.7983169630533324,0.6083333333333333,1992.0,0,0,1,0,0,0,0,0,0,0,7.706862085941724
0,32.6,1.2949559777070752,0.7583333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,6.343440512614547
1,34.05,1.356701425683678,0.7583333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,8.491390464812255
2,42.55,1.3164980873423662,0.7583333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,6.843802625671304
3,47.1,1.3412865628009398,0.7583333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,3.667371082049544
4,58.6,1.3907990163838495,0.7583333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,3.2702125791187804
5,68.4,1.500960463261326,0.7583333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,3.224028304462474
6,76.05,1.5775402981125304,0.7583333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,2.3333975292560214
7,76.4,1.5959865357044267,0.7583333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,2.3772206013701767
8,67.5,1.497671099215219,0.7583333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,3.447552654892227
9,55.3,1.4025160321036436,0.7583333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,4.360764150015236
10,46.2,1.333503884469627,0.7583333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,6.321008029628889
11,35.35,1.2915806172153181,0.7583333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,7.015811466108548
0,32.6,4.0227922384391395,0.7416666666666667,2004.0,0,0,1,0,0,0,0,0,0,0,9.290431283207315
1,34.05,4.214605020614976,0.7416666666666667,2004.0,0,0,1,0,0,0,0,0,0,0,12.43626064678029
2,42.55,4.089712993223327,0.7416666666666667,2004.0,0,0,1,0,0,0,0,0,0,0,10.023248091188734
3,47.1,4.16671861225144,0.7416666666666667,2004.0,0,0,1,0,0,0,0,0,0,0,5.3711324256999875
4,58.6,4.320529488766397,0.7416666666666667,2004.0,0,0,1,0,0,0,0,0,0,0,4.789464831800072
5,68.4,4.662747001255599,0.7416666666666667,2004.0,0,0,1,0,0,0,0,0,0,0,4.721824593162075
6,76.05,4.900642937923542,0.7416666666666667,2004.0,0,0,1,0,0,0,0,0,0,0,3.4174308656082535
7,76.4,4.95794633872677,0.7416666666666667,2004.0,0,0,1,0,0,0,0,0,0,0,3.481612950911327
8,67.5,4.652528562650828,0.7416666666666667,2004.0,0,0,1,0,0,0,0,0,0,0,5.049192306891174
9,55.3,4.3569285020971185,0.7416666666666667,2004.0,0,0,1,0,0,0,0,0,0,0,6.386657145664994
10,46.2,4.142541652938191,0.7416666666666667,2004.0,0,0,1,0,0,0,0,0,0,0,9.25757727578413
11,35.35,4.012306651112675,0.7416666666666667,2004.0,0,0,1,0,0,0,0,0,0,0,10.275167583301656
0,32.6,1.2719685934874232,0.4166666666666667,1887.0,0,0,0,0,1,0,0,0,0,0,1.8347777189841858
1,34.05,1.3326179684230213,0.4166666666666667,1887.0,0,0,0,0,1,0,0,0,0,0,2.4560510967274496
2,42.55,1.2931282988096617,0.4166666666666667,1887.0,0,0,0,0,1,0,0,0,0,0,1.9795025342693209
3,47.1,1.3174767421595033,0.4166666666666667,1887.0,0,0,0,0,1,0,0,0,0,0,1.0607509813027385
4,58.6,1.3661102764480417,0.4166666666666667,1887.0,0,0,0,0,1,0,0,0,0,0,0.9458767942376285
5,68.4,1.4743161946827228,0.4166666666666667,1887.0,0,0,0,0,1,0,0,0,0,0,0.9325184474637718
6,76.05,1.549536624181539,0.4166666666666667,1887.0,0,0,0,0,1,0,0,0,0,0,0.6749122637310123
7,76.4,1.5676554137688454,0.4166666666666667,1887.0,0,0,0,0,1,0,0,0,0,0,0.6875876559148903
8,67.5,1.4710852217143573,0.4166666666666667,1887.0,0,0,0,0,1,0,0,0,0,0,0.9971706652946738
9,55.3,1.377619297805946,0.4166666666666667,1887.0,0,0,0,0,1,0,0,0,0,0,1.26130809996281
10,46.2,1.309832217881409,0.4166666666666667,1887.0,0,0,0,0,1,0,0,0,0,0,1.8282893441217225
11,35.35,1.2686531506375316,0.4166666666666667,1887.0,0,0,0,0,1,0,0,0,0,0,2.0292543979897992
0,32.6,1.3179433619267273,2.058333333333333,1983.0,0,0,0,1,0,0,0,0,0,0,23.600883891384605
1,34.05,1.380784882944335,2.058333333333333,1983.0,0,0,0,1,0,0,0,0,0,0,31.592370108606037
2,42.55,1.339867875875071,2.058333333333333,1983.0,0,0,0,1,0,0,0,0,0,0,25.46249008291695
3,47.1,1.3650963834423766,2.058333333333333,1983.0,0,0,0,1,0,0,0,0,0,0,13.64451970850099
4,58.6,1.4154877563196575,2.058333333333333,1983.0,0,0,0,1,0,0,0,0,0,0,12.166884394430433
5,68.4,1.5276047318399295,2.058333333333333,1983.0,0,0,0,1,0,0,0,0,0,0,11.99505497448021
6,76.05,1.605543972043522,2.058333333333333,1983.0,0,0,0,1,0,0,0,0,0,0,8.681447244740854
7,76.4,1.6243176576400082,2.058333333333333,1983.0,0,0,0,1,0,0,0,0,0,0,8.844491768398516
8,67.5,1.524256976716081,2.058333333333333,1983.0,0,0,0,1,0,0,0,0,0,0,12.826681318401805
9,55.3,1.4274127664013414,2.058333333333333,1983.0,0,0,0,1,0,0,0,0,0,0,16.22430102048878
10,46.2,1.3571755510578454,2.058333333333333,1983.0,0,0,0,1,0,0,0,0,0,0,23.517423437189883
11,35.35,1.314508083793105,2.058333333333333,1983.0,0,0,0,1,0,0,0,0,0,0,26.102452050460947
0,32.6,0.4214353773602908,0.5583333333333333,1981.0,1,0,0,0,0,0,0,0,0,0,7.616614409177159
1,34.05,0.4415300497787118,0.5583333333333333,1981.0,1,0,0,0,0,0,0,0,0,0,10.19567328480889
2,42.55,0.4284461230995867,0.5583333333333333,1981.0,1,0,0,0,0,0,0,0,0,0,8.217402778286282
3,47.1,0.4365133784263414,0.5583333333333333,1981.0,1,0,0,0,0,0,0,0,0,0,4.4034386973111515
4,58.6,0.45262689882314633,0.5583333333333333,1981.0,1,0,0,0,0,0,0,0,0,0,3.9265676412755237
5,68.4,0.4884782572743961,0.5583333333333333,1981.0,1,0,0,0,0,0,0,0,0,0,3.8711138522591226
6,76.05,0.5134006887348472,0.5583333333333333,1981.0,1,0,0,0,0,0,0,0,0,0,2.801727108235235
7,76.4,0.5194039021523282,0.5583333333333333,1981.0,1,0,0,0,0,0,0,0,0,0,2.8543457844654805
8,67.5,0.48740775418246773,0.5583333333333333,1981.0,1,0,0,0,0,0,0,0,0,0,4.139501139079207
9,55.3,0.45644012879112666,0.5583333333333333,1981.0,1,0,0,0,0,0,0,0,0,0,5.236000715066131
10,46.2,0.43398055411733427,0.5583333333333333,1981.0,1,0,0,0,0,0,0,0,0,0,7.589679566357648
11,35.35,0.4203368872594231,0.5583333333333333,1981.0,1,0,0,0,0,0,0,0,0,0,8.42393502367817
0,32.6,2.5056248799420926,0.44166666666666665,1926.0,0,0,1,0,0,0,0,0,0,0,8.154909693941455
1,34.05,2.6250968414116143,0.44166666666666665,1926.0,0,0,1,0,0,0,0,0,0,0,10.916240528911096
2,42.55,2.5473069500648156,0.44166666666666665,1926.0,0,0,1,0,0,0,0,0,0,0,8.798158075972198
3,47.1,2.5952704499166117,0.44166666666666665,1926.0,0,0,1,0,0,0,0,0,0,0,4.714646559515023
4,58.6,2.6910726530030704,0.44166666666666665,1926.0,0,0,1,0,0,0,0,0,0,0,4.2040732012340225
5,68.4,2.9042252750677733,0.44166666666666665,1926.0,0,0,1,0,0,0,0,0,0,0,4.144700280757602
6,76.05,3.052400458478092,0.44166666666666665,1926.0,0,0,1,0,0,0,0,0,0,0,2.999735883596395
7,76.4,3.088092290978388,0.44166666666666665,1926.0,0,0,1,0,0,0,0,0,0,0,3.0560733230176917
8,67.5,2.897860647593945,0.44166666666666665,1926.0,0,0,1,0,0,0,0,0,0,0,4.4320555241033395
9,55.3,2.7137440384490623,0.44166666666666665,1926.0,0,0,1,0,0,0,0,0,0,0,5.606048920807857
10,46.2,2.5802116581157875,0.44166666666666665,1926.0,0,0,1,0,0,0,0,0,0,0,8.126071262715508
11,35.35,2.499093856978752,0.44166666666666665,1926.0,0,0,1,0,0,0,0,0,0,0,9.019286745427815
0,32.6,2.245101192119367,0.6833333333333332,1902.0,1,0,0,0,0,0,0,0,0,0,8.68594854717094
1,34.05,2.352150992457501,0.6833333333333332,1902.0,1,0,0,0,0,0,0,0,0,0,11.627094243987415
2,42.55,2.282449346694162,0.6833333333333332,1902.0,1,0,0,0,0,0,0,0,0,0,9.371084564498137
3,47.1,2.325425815980328,0.6833333333333332,1902.0,1,0,0,0,0,0,0,0,0,0,5.021659217694088
4,58.6,2.41126693373058,0.6833333333333332,1902.0,1,0,0,0,0,0,0,0,0,0,4.477837877418572
5,68.4,2.602256897843601,0.6833333333333332,1902.0,1,0,0,0,0,0,0,0,0,0,4.414598656911128
6,76.05,2.7350254872601862,0.6833333333333332,1902.0,1,0,0,0,0,0,0,0,0,0,3.195075423015187
7,76.4,2.7670062423751305,0.6833333333333332,1902.0,1,0,0,0,0,0,0,0,0,0,3.255081495241381
8,67.5,2.59655403591751,0.6833333333333332,1902.0,1,0,0,0,0,0,0,0,0,0,4.720666161290137
9,55.3,2.4315810497418204,0.6833333333333332,1902.0,1,0,0,0,0,0,0,0,0,0,5.971108731619242
10,46.2,2.311932770115981,0.6833333333333332,1902.0,1,0,0,0,0,0,0,0,0,0,8.655232188656779
11,35.35,2.2392492357638356,0.6833333333333332,1902.0,1,0,0,0,0,0,0,0,0,0,9.606612892497012
0,32.6,1.3869055145856843,0.6,1957.0,1,0,0,0,0,0,0,0,0,0,5.439025273139241
1,34.05,1.4530352547263063,0.6,1957.0,1,0,0,0,0,0,0,0,0,0,7.28073152894936
2,42.55,1.4099772414731855,0.6,1957.0,1,0,0,0,0,0,0,0,0,0,5.868048320368127
3,47.1,1.4365258453666871,0.6,1957.0,1,0,0,0,0,0,0,0,0,0,3.1444961076849514
4,58.6,1.4895539761270817,0.6,1957.0,1,0,0,0,0,0,0,0,0,0,2.803962428747332
5,68.4,1.60753753757574,0.6,1957.0,1,0,0,0,0,0,0,0,0,0,2.76436287128672
6,76.05,1.6895549938364973,0.6,1957.0,1,0,0,0,0,0,0,0,0,0,2.0007136677117194
7,76.4,1.709311023446753,0.6,1957.0,1,0,0,0,0,0,0,0,0,0,2.038288670787969
8,67.5,1.6040146092186667,0.6,1957.0,1,0,0,0,0,0,0,0,0,0,2.9560182653480047
9,55.3,1.502102969294435,0.6,1957.0,1,0,0,0,0,0,0,0,0,0,3.739028745515352
10,46.2,1.4281905508225001,0.6,1957.0,1,0,0,0,0,0,0,0,0,0,5.4197910986158675
11,35.35,1.3832904835264652,0.6,1957.0,1,0,0,0,0,0,0,0,0,0,6.01553302184536
0,32.6,2.1991264236800627,1.7166666666666668,1997.0,0,0,0,1,0,0,0,0,0,0,16.65351037239541
1,34.05,2.303984077936187,1.7166666666666668,1997.0,0,0,0,1,0,0,0,0,0,0,22.29254911441196
2,42.55,2.2357097696287522,1.7166666666666668,1997.0,0,0,0,1,0,0,0,0,0,0,17.967117022158078
3,47.1,2.2778061746974543,1.7166666666666668,1997.0,0,0,0,1,0,0,0,0,0,0,9.627993236932273
4,58.6,2.3618894538589634,1.7166666666666668,1997.0,0,0,0,1,0,0,0,0,0,0,8.585328261216057
5,68.4,2.548968360686394,1.7166666666666668,1997.0,0,0,0,1,0,0,0,0,0,0,8.46408013167171
6,76.05,2.679018139398203,1.7166666666666668,1997.0,0,0,0,1,0,0,0,0,0,0,6.125896487735884
7,76.4,2.7103439985039675,1.7166666666666668,1997.0,0,0,0,1,0,0,0,0,0,0,6.240945723959038
8,67.5,2.543382280915786,1.7166666666666668,1997.0,0,0,0,1,0,0,0,0,0,0,9.050901286684097
9,55.3,2.3817875811464244,1.7166666666666668,1997.0,0,0,0,1,0,0,0,0,0,0,11.448366365134635
10,46.2,2.264589436939544,1.7166666666666668,1997.0,0,0,0,1,0,0,0,0,0,0,16.594618106071266
11,35.35,2.193394302608262,1.7166666666666668,1997.0,0,0,0,1,0,0,0,0,0,0,18.418693891629605
0,32.6,5.072549451136591,0.44166666666666665,1966.0,0,0,1,0,0,0,0,0,0,0,7.052042046582254
1,34.05,5.314416235518314,0.44166666666666665,1966.0,0,0,1,0,0,0,0,0,0,0,9.439931291658398
2,42.55,5.156933336216843,0.44166666666666665,1966.0,0,0,1,0,0,0,0,0,0,0,7.608297701975582
3,47.1,5.254033754877055,0.44166666666666665,1966.0,0,0,1,0,0,0,0,0,0,0,4.0770391114416915
4,58.6,5.447981945834962,0.44166666666666665,1966.0,0,0,1,0,0,0,0,0,0,0,3.635515547650751
5,68.4,5.879501933011822,0.44166666666666665,1966.0,0,0,1,0,0,0,0,0,0,0,3.584172203905428
6,76.05,6.179477380772162,0.44166666666666665,1966.0,0,0,1,0,0,0,0,0,0,0,2.5940524633251956
7,76.4,6.25173424045166,0.44166666666666665,1966.0,0,0,1,0,0,0,0,0,0,0,2.6427708436024075
8,67.5,5.8666169685235205,0.44166666666666665,1966.0,0,0,1,0,0,0,0,0,0,0,3.832665606583513
9,55.3,5.493879368358652,0.44166666666666665,1966.0,0,0,1,0,0,0,0,0,0,0,4.847888473137259
10,46.2,5.223547760466824,0.44166666666666665,1966.0,0,0,1,0,0,0,0,0,0,0,7.027103716521537
11,35.35,5.059327624831601,0.44166666666666665,1966.0,0,0,1,0,0,0,0,0,0,0,7.799520993615994
